OBEC, ULICA, PSC, DPOSTA, OKRES
 Ábelová;;985 13;Ábelová;Lučenec
  Prešov;Budovateľská;080 01;Prešov 1;Prešov
  Prešov;Burianova;080 01;Prešov 1;Prešov
  Prešov;Cemjata;080 01;Prešov 1;Prešov
  Prešov;Cintorínska;080 06;Prešov 6;Prešov
  Prešov;Čajkovského;080 05;Prešov 5;Prešov
  Prešov;Čapajevova;080 01;Prešov 1;Prešov
  Prešov;Čerešňová;080 01;Prešov 1;Prešov
  Prešov;Čergovská;080 01;Prešov 1;Prešov
  Prešov;ČSA;080 01;Prešov 1;Prešov
  Prešov;Čsl. letcov;080 06;Prešov 6;Prešov
  Prešov;Čipkárska;080 05;Prešov 5;Prešov
  Prešov;Dargovská;080 01;Prešov 1;Prešov
  Prešov;Dilongova;080 01;Prešov 1;Prešov
  Prešov;Domašská;080 06;Prešov 6;Prešov
  Prešov;Dostojevského;080 01;Prešov 1;Prešov
  Prešov;Družstevná;080 06;Prešov 6;Prešov
  Prešov;Dubová;080 01;Prešov 1;Prešov
  Prešov;Dúbravská;080 01;Prešov 1;Prešov
  Prešov;Dúhová;080 01;Prešov 1;Prešov
  Prešov;Duchnovičovo nám.;080 01;Prešov 1;Prešov
  Prešov;Duklianska;080 01;Prešov 1;Prešov
  Prešov;Ďumbierska;080 01;Prešov 1;Prešov
  Prešov;Engelsova;080 01;Prešov 1;Prešov
  Prešov;Exnárova;080 01;Prešov 1;Prešov
  Prešov;Federátov;080 01;Prešov 1;Prešov
  Prešov;Fintická;080 06;Prešov 6;Prešov
  Prešov;Floriánova;080 01;Prešov 1;Prešov
  Prešov;Fraňa Kráľa;080 01;Prešov 1;Prešov
  Prešov;Francisciho;080 01;Prešov 1;Prešov
  Prešov;Františkánske nám.;080 01;Prešov 1;Prešov
  Prešov;Fučíkova;080 01;Prešov 1;Prešov
  Prešov;Gagarinova;080 06;Prešov 6;Prešov
  Prešov;Gapľová;080 05;Prešov 5;Prešov
  Prešov;Gaštanová;080 06;Prešov 6;Prešov
  Prešov;Generála Ambruša;080 06;Prešov 6;Prešov
  Prešov;Gorazdova;080 01;Prešov 1;Prešov
  Prešov;Gorkého;080 01;Prešov 1;Prešov
  Prešov;Grešova;080 01;Prešov 1;Prešov
  Prešov;Haburská;080 06;Prešov 6;Prešov
  Prešov;Hapákova;080 06;Prešov 6;Prešov
  Prešov;Heinova;080 06;Prešov 6;Prešov
  Prešov;Herlianska;080 06;Prešov 6;Prešov
  Prešov;Hlavná;080 01;Prešov 1;Prešov
  Prešov;Hodžova;080 01;Prešov 1;Prešov
  Prešov;Horárska;080 01;Prešov 1;Prešov
  Prešov;Hruny;080 01;Prešov 1;Prešov
  Prešov;Hurbanistov;080 01;Prešov 1;Prešov
  Prešov;Hviezdna;080 01;Prešov 1;Prešov
  Prešov;Hviezdoslavova;080 01;Prešov 1;Prešov
  Prešov;Chalupkova;080 05;Prešov 5;Prešov
  Prešov;Chmeľová;080 06;Prešov 6;Prešov
  Prešov;J. Kostru;080 06;Prešov 6;Prešov
  Prešov;Jabloňová;080 01;Prešov 1;Prešov
  Prešov;Jahodová;080 01;Prešov 1;Prešov
  Prešov;Jána Béreša;080 01;Prešov 1;Prešov
  Prešov;Jána Bottu;080 01;Prešov 1;Prešov
  Prešov;Jána Hollého;080 01;Prešov 1;Prešov
  Prešov;Jána Nováka;080 01;Prešov 1;Prešov
  Prešov;Janáčkova;080 05;Prešov 5;Prešov
  Prešov;Janka Borodáča;080 01;Prešov 1;Prešov
  Prešov;Jánošíkova;080 01;Prešov 1;Prešov
  Prešov;Janouškova;080 01;Prešov 1;Prešov
  Prešov;Jarková;080 01;Prešov 1;Prešov
  Prešov;Jarná;080 06;Prešov 6;Prešov
  Prešov;Jastrabia;080 01;Prešov 1;Prešov
  Prešov;Javorinská;080 01;Prešov 1;Prešov
  Prešov;Jazdecká;080 01;Prešov 1;Prešov
  Prešov;Jazvečia;080 01;Prešov 1;Prešov
  Prešov;Jedľová;080 06;Prešov 6;Prešov
  Prešov;Jelšová;080 05;Prešov 5;Prešov
  Prešov;Jesenná;080 05;Prešov 5;Prešov
  Prešov;Jesenského;080 01;Prešov 1;Prešov
  Prešov;Jilemnického;080 01;Prešov 1;Prešov
  Prešov;Jiráskova;080 05;Prešov 5;Prešov
  Prešov;Jurkovičova;080 01;Prešov 1;Prešov
  Prešov;Justičná;080 01;Prešov 1;Prešov
  Prešov;Južná;080 06;Prešov 6;Prešov
  Prešov;K amfiteátru;080 01;Prešov 1;Prešov
  Prešov;K Okruhliaku;080 01;Prešov 1;Prešov
  Prešov;K potoku;080 01;Prešov 1;Prešov
  Prešov;K Starej tehelni;080 01;Prešov 1;Prešov
  Prešov;K studničke;080 01;Prešov 1;Prešov
  Prešov;K Surdoku;080 01;Prešov 1;Prešov
  Prešov;Kalinčiakova;080 06;Prešov 6;Prešov
  Prešov;Kamencová;080 05;Prešov 5;Prešov
  Prešov;Kamenná;080 01;Prešov 1;Prešov
  Prešov;Kapušianska;080 06;Prešov 6;Prešov
  Prešov;Karpatská;080 01;Prešov 1;Prešov
  Prešov;Kendická;080 01;Prešov 1;Prešov
  Prešov;Keratsinské nám.;080 01;Prešov 1;Prešov
  Prešov;Kmeťovo stromoradie;080 01;Prešov 1;Prešov
  Prešov;Kollárova;080 01;Prešov 1;Prešov
  Prešov;Komenského;080 01;Prešov 1;Prešov
  Prešov;Konštantínova;080 01;Prešov 1;Prešov
  Prešov;Korabinského;080 06;Prešov 6;Prešov
  Prešov;Košická;080 01;Prešov 1;Prešov
  Prešov;Kotrádova;080 01;Prešov 1;Prešov
  Prešov;Kováčska;080 01;Prešov 1;Prešov
  Prešov;Kozmonautov;080 01;Prešov 1;Prešov
  Prešov;kpt. Nálepku;080 01;Prešov 1;Prešov
  Prešov;Kraskova;080 05;Prešov 5;Prešov
  Prešov;Krátka;080 01;Prešov 1;Prešov
  Prešov;Krížna;080 01;Prešov 1;Prešov
  Prešov;Krompašská;080 01;Prešov 1;Prešov
  Prešov;Ku Bánovcu;080 06;Prešov 6;Prešov
  Prešov;Ku hati;080 01;Prešov 1;Prešov
  Prešov;Ku ihrisku;080 06;Prešov 6;Prešov
  Prešov;Ku Kráľovej hore;080 01;Prešov 1;Prešov
  Prešov;Ku Kumštu;080 01;Prešov 1;Prešov
  Prešov;Ku Kyslej vode;080 01;Prešov 1;Prešov
  Prešov;Kukučínova;080 05;Prešov 5;Prešov
  Prešov;Kúpeľná;080 01;Prešov 1;Prešov
  Prešov;Kutuzovova;080 05;Prešov 5;Prešov
  Prešov;Kúty;080 01;Prešov 1;Prešov
  Prešov;Kuzmányho;080 01;Prešov 1;Prešov
  Prešov;Kvetná;080 01;Prešov 1;Prešov
  Prešov;Kysucká;080 05;Prešov 5;Prešov
  Prešov;L. Novomeského;080 01;Prešov 1;Prešov
  Prešov;Lastovičia;080 01;Prešov 1;Prešov
  Prešov;Lemešanská;080 01;Prešov 1;Prešov
  Prešov;Lesík delostrelcov;080 01;Prešov 1;Prešov
  Prešov;Lesná;080 01;Prešov 1;Prešov
  Prešov;Lesnícka;080 05;Prešov 5;Prešov
  Prešov;Letná;080 01;Prešov 1;Prešov
  Prešov;Levočská;080 01;Prešov 1;Prešov
  Prešov;Lidická;080 05;Prešov 5;Prešov
  Prešov;Liesková;080 01;Prešov 1;Prešov
  Prešov;Limbová;080 06;Prešov 6;Prešov
  Prešov;Lipová;080 01;Prešov 1;Prešov
  Prešov;Líščia;080 01;Prešov 1;Prešov
  Prešov;Lomnická;080 05;Prešov 5;Prešov
  Prešov;Ľubochnianska;080 06;Prešov 6;Prešov
  Prešov;Ľubotická;080 06;Prešov 6;Prešov
  Prešov;Lúčna;080 06;Prešov 6;Prešov
  Prešov;Ľ. Podjavorinskej;080 05;Prešov 5;Prešov
  Prešov;Magurská;080 01;Prešov 1;Prešov
  Prešov;Majakovského;080 01;Prešov 1;Prešov
  Prešov;Májové nám.;080 01;Prešov 1;Prešov
  Prešov;Makarenkova;080 06;Prešov 6;Prešov
  Prešov;Malinová;080 01;Prešov 1;Prešov
  Prešov;Marka Čulena;080 01;Prešov 1;Prešov
  Prešov;Martina Benku;080 01;Prešov 1;Prešov
  Prešov;Martinská;080 01;Prešov 1;Prešov
  Prešov;Masarykova;080 01;Prešov 1;Prešov
  Prešov;Matice Slovenskej;080 01;Prešov 1;Prešov
  Prešov;M. Trenčianského;080 01;Prešov 1;Prešov
  Prešov;Maybaumova;080 01;Prešov 1;Prešov
  Prešov;MDŽ;080 01;Prešov 1;Prešov
  Prešov;Metodova;080 01;Prešov 1;Prešov
  Prešov;Mičurinova;080 01;Prešov 1;Prešov
  Prešov;Mirka Nešpora;080 01;Prešov 1;Prešov
  Prešov;Mlynská;080 01;Prešov 1;Prešov
  Prešov;Mojmírova;080 01;Prešov 1;Prešov
  Prešov;Moyzesova;080 01;Prešov 1;Prešov
  Prešov;Mudroňova;080 01;Prešov 1;Prešov
  Prešov;Mukačevská;080 01;Prešov 1;Prešov
  Prešov;Murárska;080 01;Prešov 1;Prešov
  Prešov;Na brehu;080 05;Prešov 5;Prešov
  Prešov;Na Rúrkach;080 01;Prešov 1;Prešov
  Prešov;Na vyhliadke;080 05;Prešov 5;Prešov
  Prešov;Nábrežná;080 01;Prešov 1;Prešov
  Prešov;Nám. 1. mája;080 01;Prešov 1;Prešov
  Prešov;Nám. blahosl.b.V.Hop;080 01;Prešov 1;Prešov
  Prešov;Nám. Kráľovnej pokoj;080 01;Prešov 1;Prešov
  Prešov;Nám. Krista Kráľa;080 01;Prešov 1;Prešov
  Prešov;Nám. legionárov;080 01;Prešov 1;Prešov
  Prešov;Nám. máj. pov. čes.;080 01;Prešov 1;Prešov
  Prešov;Nám. mieru;080 01;Prešov 1;Prešov
  Prešov;Nám. mládeže;080 01;Prešov 1;Prešov
  Prešov;Nám. národ. povst.;080 01;Prešov 1;Prešov
  Prešov;Nám. osloboditeľov;080 05;Prešov 5;Prešov
  Prešov;Narcisová;080 01;Prešov 1;Prešov
  Prešov;Nižnianska;080 06;Prešov 6;Prešov
  Prešov;Nová;080 06;Prešov 6;Prešov
  Prešov;Obrancov mieru;080 01;Prešov 1;Prešov
  Prešov;Odborárska;080 01;Prešov 1;Prešov
  Prešov;Okrajová;080 05;Prešov 5;Prešov
  Prešov;Okruhliak;080 01;Prešov 1;Prešov
  Prešov;Okružná;080 01;Prešov 1;Prešov
  Prešov;Októbrová;080 01;Prešov 1;Prešov
  Prešov;Ondavská;080 05;Prešov 5;Prešov
  Prešov;Opavská;080 05;Prešov 5;Prešov
  Prešov;Oravská;080 01;Prešov 1;Prešov
  Prešov;Orgovánová;080 01;Prešov 1;Prešov
  Prešov;Ortáše;080 01;Prešov 1;Prešov
  Prešov;Padlých hrdinov;080 05;Prešov 5;Prešov
  Prešov;Palackého;080 05;Prešov 5;Prešov
  Prešov;Palárikova;080 05;Prešov 5;Prešov
  Prešov;Partizánska;080 01;Prešov 1;Prešov
  Prešov;Pavla Horova;080 01;Prešov 1;Prešov
  Prešov;Pavlovičovo nám.;080 01;Prešov 1;Prešov
  Prešov;Pažica;080 06;Prešov 6;Prešov
  Prešov;Pekná;080 05;Prešov 5;Prešov
  Prešov;Petöfiho;080 01;Prešov 1;Prešov
  Prešov;Petrovianska;080 05;Prešov 5;Prešov
  Prešov;Pionierska;080 05;Prešov 5;Prešov
  Prešov;Platanová;080 06;Prešov 6;Prešov
  Prešov;Plavárenská;080 01;Prešov 1;Prešov
  Prešov;Plzeňská;080 01;Prešov 1;Prešov
  Prešov;Pod Furčou;080 01;Prešov 1;Prešov
  Prešov;Pod hájom - Ľubotice;080 06;Prešov 6;Prešov
  Prešov;Pod Hrádkom;080 05;Prešov 5;Prešov
  Prešov;Pod Kalváriou;080 01;Prešov 1;Prešov
  Prešov;Pod Kamennou baňou;080 01;Prešov 1;Prešov
  Prešov;Pod mlákou;080 01;Prešov 1;Prešov
  Prešov;Pod Skalkou;080 01;Prešov 1;Prešov
  Prešov;Pod Šalgovíkom;080 01;Prešov 1;Prešov
  Prešov;Pod Táborom;080 01;Prešov 1;Prešov
  Prešov;Pod Turňou;080 05;Prešov 5;Prešov
  Prešov;Pod Vinicami;080 01;Prešov 1;Prešov
  Prešov;Pod Wilec hôrkou;080 01;Prešov 1;Prešov
  Prešov;Poľná;080 06;Prešov 6;Prešov
  Prešov;Popradská;080 01;Prešov 1;Prešov
  Prešov;Pöschlova;080 01;Prešov 1;Prešov
  Prešov;Potočná;080 06;Prešov 6;Prešov
  Prešov;Požiarnická;080 01;Prešov 1;Prešov
  Prešov;Pri hati;080 05;Prešov 5;Prešov
  Prešov;Pri ihrisku;080 06;Prešov 6;Prešov
  Prešov;Pri mlyne;080 01;Prešov 1;Prešov
  Prešov;Pri Toryse;080 01;Prešov 1;Prešov
  Prešov;Pribinova;080 01;Prešov 1;Prešov
  Prešov;Prostějovská;080 01;Prešov 1;Prešov
  Prešov;Protifaš. bojovníkov;080 01;Prešov 1;Prešov
  Prešov;Pustá dolina;080 01;Prešov 1;Prešov
  Prešov;Puškinova;080 01;Prešov 1;Prešov
  Prešov;Račia;080 01;Prešov 1;Prešov
  Prešov;Radlinského;080 01;Prešov 1;Prešov
  Prešov;Rampová;080 06;Prešov 6;Prešov
  Prešov;Rastislavova;080 01;Prešov 1;Prešov
  Prešov;Raymanova;080 01;Prešov 1;Prešov
  Prešov;Riečna;080 01;Prešov 1;Prešov
  Prešov;Rombauerova;080 01;Prešov 1;Prešov
  Prešov;Royova;080 05;Prešov 5;Prešov
  Prešov;Rumanova;080 01;Prešov 1;Prešov
  Prešov;Rúrky;080 01;Prešov 1;Prešov
  Prešov;Rusínska;080 01;Prešov 1;Prešov
  Prešov;Ružová;080 01;Prešov 1;Prešov
  Prešov;Rybárska;080 06;Prešov 6;Prešov
  Prešov;Rybníčky;080 01;Prešov 1;Prešov
  Prešov;Sabinovská;080 01;Prešov 1;Prešov
  Prešov;Sadová;080 05;Prešov 5;Prešov
  Prešov;Sázavského;080 01;Prešov 1;Prešov
  Prešov;Sedliackeho povst.;080 01;Prešov 1;Prešov
  Prešov;Sekčovská;080 01;Prešov 1;Prešov
  Prešov;Severná;080 01;Prešov 1;Prešov
  Prešov;Sibírska;080 01;Prešov 1;Prešov
  Prešov;Sídl.dukl. hrdinov;080 01;Prešov 1;Prešov
  Prešov;Sládkovičova;080 01;Prešov 1;Prešov
  Prešov;Slanská;080 06;Prešov 6;Prešov
  Prešov;Slávičia;080 01;Prešov 1;Prešov
  Prešov;Slnečná;080 01;Prešov 1;Prešov
  Prešov;Slovenská;080 01;Prešov 1;Prešov
  Prešov;Smetanova;080 05;Prešov 5;Prešov
  Prešov;Smreková;080 01;Prešov 1;Prešov
  Prešov;Sokolia;080 01;Prešov 1;Prešov
  Prešov;Soľanková;080 05;Prešov 5;Prešov
  Prešov;Solivarská;080 05;Prešov 5;Prešov
  Prešov;Soľná;080 05;Prešov 5;Prešov
  Prešov;Soľnobanská;080 05;Prešov 5;Prešov
  Prešov;Stavbárska;080 01;Prešov 1;Prešov
  Prešov;Strážnická;080 06;Prešov 6;Prešov
  Prešov;Strojnícka;080 06;Prešov 6;Prešov
  Prešov;Suchomlynská;080 01;Prešov 1;Prešov
  Prešov;Súľovská;080 01;Prešov 1;Prešov
  Prešov;Surdok;080 01;Prešov 1;Prešov
  Prešov;Suvorovova;080 05;Prešov 5;Prešov
  Prešov;Svätoplukova;080 01;Prešov 1;Prešov
  Prešov;Šafárikova;080 01;Prešov 1;Prešov
  Prešov;Šalgovická;080 06;Prešov 6;Prešov
  Prešov;Šarišská;080 01;Prešov 1;Prešov
  Prešov;Šebastovská;080 06;Prešov 6;Prešov
  Prešov;Šidlovská;080 01;Prešov 1;Prešov
  Prešov;Šípková;080 05;Prešov 5;Prešov
  Prešov;Školská;080 06;Prešov 6;Prešov
  Prešov;Škultétyho;080 01;Prešov 1;Prešov
  Prešov;Šmeralova;080 01;Prešov 1;Prešov
  Prešov;Šoltésovej;080 01;Prešov 1;Prešov
  Prešov;Špitálska;080 01;Prešov 1;Prešov
  Prešov;Športová;080 01;Prešov 1;Prešov
  Prešov;Šrobárova;080 01;Prešov 1;Prešov
  Prešov;Štefánikova;080 01;Prešov 1;Prešov
  Prešov;Štúrova;080 01;Prešov 1;Prešov
  Prešov;Švábska;080 05;Prešov 5;Prešov
  Prešov;Tajovského;080 05;Prešov 5;Prešov
  Prešov;Tarasa Ševčenka;080 01;Prešov 1;Prešov
  Prešov;Tatranská;080 01;Prešov 1;Prešov
  Prešov;Tehelná;080 01;Prešov 1;Prešov
  Prešov;Tekeľova;080 06;Prešov 6;Prešov
  Prešov;Terchovská;080 01;Prešov 1;Prešov
  Prešov;Teriakovská;080 01;Prešov 1;Prešov
  Prešov;Tesárska;080 01;Prešov 1;Prešov
  Prešov;Tkáčska;080 01;Prešov 1;Prešov
  Prešov;Tokajícka;080 05;Prešov 5;Prešov
  Prešov;Tomášikova;080 01;Prešov 1;Prešov
  Prešov;Topoľová;080 06;Prešov 6;Prešov
  Prešov;Trnková;080 06;Prešov 6;Prešov
  Prešov;Údenárska;080 01;Prešov 1;Prešov
  Prešov;Urbánkova;080 01;Prešov 1;Prešov
  Prešov;Urxova;080 05;Prešov 5;Prešov
  Prešov;Úzka;080 05;Prešov 5;Prešov
  Prešov;Vajanského;080 01;Prešov 1;Prešov
  Prešov;Vaľkovská;080 05;Prešov 5;Prešov
  Prešov;Vansovej;080 01;Prešov 1;Prešov
  Prešov;Važecká;080 05;Prešov 5;Prešov
  Prešov;Včelárska;080 06;Prešov 6;Prešov
  Prešov;Veselá;080 01;Prešov 1;Prešov
  Prešov;Veterná;080 01;Prešov 1;Prešov
  Prešov;Vihorlatská;080 01;Prešov 1;Prešov
  Prešov;Višňová;080 01;Prešov 1;Prešov
  Prešov;V. Clementisa;080 01;Prešov 1;Prešov
  Prešov;Vlčia;080 01;Prešov 1;Prešov
  Prešov;Vodárenská;080 01;Prešov 1;Prešov
  Prešov;Vodná;080 06;Prešov 6;Prešov
  Prešov;Volgogradská;080 01;Prešov 1;Prešov
  Prešov;Vranovská;080 06;Prešov 6;Prešov
  Prešov;Vŕbová;080 01;Prešov 1;Prešov
  Prešov;Vydumanec;080 01;Prešov 1;Prešov
  Prešov;Východná;080 01;Prešov 1;Prešov
  Prešov;Weberova;080 01;Prešov 1;Prešov
  Prešov;Wolkerova;080 01;Prešov 1;Prešov
  Prešov;Za Kalváriou;080 01;Prešov 1;Prešov
  Prešov;Za potokom;080 06;Prešov 6;Prešov
  Prešov;Zabíjaná;080 01;Prešov 1;Prešov
  Prešov;Záborského;080 01;Prešov 1;Prešov
  Prešov;Záhradná;080 01;Prešov 1;Prešov
  Prešov;Záhradnícka;080 01;Prešov 1;Prešov
  Prešov;Záhrady;080 01;Prešov 1;Prešov
  Prešov;Západná;080 01;Prešov 1;Prešov
  Prešov;Zápotockého;080 01;Prešov 1;Prešov
  Prešov;Zborovská;080 05;Prešov 5;Prešov
  Prešov;Zemplínska;080 01;Prešov 1;Prešov
  Prešov;Zimná;080 01;Prešov 1;Prešov
  Prešov;Zlatobanská;080 05;Prešov 5;Prešov
  Prešov;Železničiarska;080 01;Prešov 1;Prešov
  Prešov;Železničná;080 06;Prešov 6;Prešov
  Príkra;;090 05;Krajná Poľana;Svidník
  Primovce;;059 12;Hôrka pri Poprade;Poprad
  Príslop;;067 66;Kolbasov;Snina
  Prituľany;;094 08;Ruská Poruba;Humenné
  Proč;;082 14;Pušovce;Prešov
  Prosačov;;094 31;Hanušovce nad Topľou;Vranov nad Topľou
  Pstriná;;090 05;Krajná Poľana;Svidník
  Ptičie;;067 41;Chlmec;Humenné
  Pusté Pole;;065 41;Ľubotín;Stará Ľubovňa
  Pušovce;;082 14;Pušovce;Prešov
  Radatice;;082 42;Bzenov;Prešov
  Radoma;;090 42;Okruhlé;Svidník
  Radvaň nad Laborcom;;067 01;Radvaň nad Laborcom;Medzilaborce
  Radvanovce;;094 31;Hanušovce nad Topľou;Vranov nad Topľou
  Rafajovce;;094 05;Holčíkovce;Vranov nad Topľou
  Rakovčík;;089 01;Svidník;Svidník
  Rakúsy;;059 76;Mlynčeky;Kežmarok
  Raslavice;;086 41;Raslavice;Bardejov
  Ratvaj;;082 66;Uzovce;Sabinov
  Ražňany;;082 61;Ražňany;Sabinov
  Regetovka;;086 33;Zborov;Bardejov
  Reľov;;059 04;Spišské Hanušovce;Kežmarok
  Remeniny;;094 31;Hanušovce nad Topľou;Vranov nad Topľou
  Renčišov;;082 63;Jarovnice;Sabinov
  Repejov;;067 04;Oľka;Medzilaborce
  Rešov;;086 21;Lukavica pri Bardejove;Bardejov
  Richvald;;085 01;Bardejov 1;Bardejov
  Rohožník;;094 07;Nižná Sitnica;Humenné
  Rokycany;;082 41;Bajerov;Prešov
  Rokytov;;086 01;Rokytov;Bardejov
  Rokytov pri Humennom;;067 13;Rokytov pri Humennom;Humenné
  Rokytovce;;068 01;Medzilaborce;Medzilaborce
  Roškovce;;053 02;Spišský Hrhov;Levoča
  Roškovce;;067 02;Čabiny;Medzilaborce
  Rovné;;067 32;Vyšný Hrušov;Humenné
  Rovné;;090 16;Cernina;Svidník
  Roztoky;;090 11;Vyšný Orlík;Svidník
  Rožkovany;;082 71;Lipany nad Torysou;Sabinov
  Rudlov;;094 35;Soľ;Vranov nad Topľou
  Runina;;067 65;Topoľa;Snina
  Ruská Kajňa;;094 07;Nižná Sitnica;Humenné
  Ruská Nová Ves;;080 05;Prešov 5;Prešov
  Ruská Poruba;;094 08;Ruská Poruba;Humenné
  Ruská Voľa;;094 31;Hanušovce nad Topľou;Vranov nad Topľou
  Ruská Voľa n/Popr.;;065 42;Čirč;Stará Ľubovňa
  Ruská Volová;;067 72;Klenová;Snina
  Ruské Pekľany;;082 42;Bzenov;Prešov
  Ruský Potok;;067 66;Kolbasov;Snina
  Ružbachy - kúpele;;065 02;Vyšné Ružbachy;Stará Ľubovňa
  Sabinov;;083 01;Sabinov;Sabinov
  Sačurov;;094 13;Sačurov;Vranov nad Topľou
  Salvátor;;082 36;Lipovce pri Prešove;Prešov
  Sečovská Polianka;;094 14;Sečovská Polianka;Vranov nad Topľou
  Sedlice;;082 43;Sedlice pri Prešove;Prešov
  Sedliská;;094 09;Sedliská;Vranov nad Topľou
  Seniakovce;;082 03;Lemešany;Prešov
  Severná;;080 06;Prešov 6;Prešov
  Sigord;;082 52;Kokošovce;Prešov
  Sitník;;091 01;Stropkov;Stropkov
  Skrabské;;094 33;Vyšný Žipov;Vranov nad Topľou
  Slovenská Kajňa;;094 02;Slovenská Kajňa;Vranov nad Topľou
  Slovenská Ves;;059 02;Slovenská Ves;Kežmarok
  Slovenská Volová;;067 22;Ohradzany;Humenné
  Slovenské Krivé;;067 13;Rokytov pri Humennom;Humenné
  Smilno;;086 33;Zborov;Bardejov
  Snakov;;086 06;Malcov;Bardejov
  Snina;;069 01;Snina 1;Snina
  Soboš;;090 42;Okruhlé;Svidník
  Soľ;;094 35;Soľ;Vranov nad Topľou
  Solivar;;080 05;Prešov 5;Prešov
  Soľník;;090 31;Kolbovce;Stropkov
  Sopkovce;;067 22;Ohradzany;Humenné
  Spišská Belá;;059 01;Spišská Belá;Kežmarok
  Spišská Sobota;;058 01;Poprad 1;Poprad
  Spišská Stará Ves;;061 01;Spišská Stará Ves;Kežmarok
  Spišská Teplica;;059 34;Spišská Teplica;Poprad
  Spišské Bystré;;059 18;Spišské Bystré;Poprad
  Spišské Hanušovce;;059 04;Spišské Hanušovce;Kežmarok
  Spišské Podhradie;;053 04;Spišské Podhradie;Levoča
  Spišský Hrhov;;053 02;Spišský Hrhov;Levoča
  Spišský Štiavnik;;059 14;Spišský Štiavnik;Poprad
  Spišský Štvrtok;;053 14;Spišský Štvrtok;Levoča
  Stakčín;;067 61;Stakčín;Snina
  Stakčínska Roztoka;;067 61;Stakčín;Snina
  Stará Lesná;;059 52;Veľká Lomnica;Kežmarok
  Stará Ľubovňa;;064 01;Stará Ľubovňa;Stará Ľubovňa
  Starina;;065 46;Malý Lipník;Stará Ľubovňa
  Starý Smokovec;;062 01;Starý Smokovec;Poprad
  Staškovce;;090 23;Havaj;Stropkov
  Stebnícka Huta;;086 33;Zborov;Bardejov
  Stebník;;086 33;Zborov;Bardejov
  Stotince;;059 94;Holumnica;Kežmarok
  Stráňany;;065 33;Veľký Lipník;Stará Ľubovňa
  Stráne pod Tatrami;;059 76;Mlynčeky;Kežmarok
  Stráže pod Tatrami;;058 01;Poprad 1;Poprad
  Strážky;;059 01;Spišská Belá;Kežmarok
  Strihovce;;067 73;Ubľa;Snina
  Stročín;;089 01;Svidník;Svidník
  Stropkov;;091 01;Stropkov;Stropkov
  Studenec;;053 04;Spišské Podhradie;Levoča
  Stuľany;;086 43;Koprivnica;Bardejov
  Suchá;;090 23;Havaj;Stropkov
  Suchá Dolina;;082 43;Sedlice pri Prešove;Prešov
  Sukov;;067 02;Čabiny;Medzilaborce
  Sulín;;065 46;Malý Lipník;Stará Ľubovňa
  Sveržov;;086 02;Gaboltov;Bardejov
  Svetlice;;067 16;Výrava;Medzilaborce
  Svidnička;;090 02;Kružlová;Svidník
  Svidník;;089 01;Svidník;Svidník
  Svinia;;082 32;Svinia;Prešov
  Svit;;059 21;Svit;Poprad
  Šalgovík;;080 01;Prešov 1;Prešov
  Šambron;;065 45;Plavnica;Stará Ľubovňa
  Šandal;;091 01;Stropkov;Stropkov
  Šapinec;;090 42;Okruhlé;Svidník
  Šarbov;;090 05;Krajná Poľana;Svidník
  Šarišská Poruba;;082 12;Kapušany pri Prešove;Prešov
  Šarišská Trstená;;082 14;Pušovce;Prešov
  Šarišské Bohdanovce;;082 05;Šarišské Bohdanovce;Prešov
  Šarišské Čierne;;086 37;Šarišské Čierne;Bardejov
  Šarišské Dravce;;082 73;Šarišské Dravce;Sabinov
  Šarišské Jastrabie;;065 48;Šarišské Jastrabie;Stará Ľubovňa
  Šarišské Lúky;;080 06;Prešov 6;Prešov
  Šarišské Lužianky;;082 32;Svinia;Prešov
  Šarišské Michaľany;;082 22;Šarišské Michaľany;Sabinov
  Šarišské Sokolovce;;082 66;Uzovce;Sabinov
  Šarišský Štiavnik;;090 42;Okruhlé;Svidník
  Šašová;;086 12;Kurima;Bardejov
  Šemetkovce;;090 03;Ladomirová;Svidník
  Šiba;;086 22;Kľušov;Bardejov
  Šindliar;;082 36;Lipovce pri Prešove;Prešov
  Široké;;082 37;Široké;Prešov
  Šmigovec;;067 73;Ubľa;Snina
  Štefanovce;;082 35;Hendrichovce;Prešov
  Štefanovce;;094 01;Tovarné;Vranov nad Topľou
  Štefurov;;090 42;Okruhlé;Svidník
  Štôla;;059 37;Štôla;Poprad
  Štrba;;059 38;Štrba;Poprad
  Štrbské Pleso;;059 85;Štrbské Pleso;Poprad
  Šuňava;;059 39;Šuňava;Poprad
  Švábovce;;059 12;Hôrka pri Poprade;Poprad
  Taľka;;082 12;Kapušany pri Prešove;Prešov
  Tarnov;;086 01;Rokytov;Bardejov
  Tatranská Javorina;;059 56;Javorina;Poprad
  Tatranská Kotlina;;059 54;Tatranská Kotlina;Poprad
  Tatranská Lesná;;059 60;Tatranská Lomnica;Poprad
  Tatranská Lomnica;;059 60;Tatranská Lomnica;Poprad
  Tatranská Polianka;;062 01;Starý Smokovec;Poprad
  Tatranská Štrba;;059 41;Tatranská Štrba;Poprad
  Tatranské Matliare;;059 60;Tatranská Lomnica;Poprad
  Tatranské Zruby;;062 01;Starý Smokovec;Poprad
  Teriakovce;;080 05;Prešov 5;Prešov
  Terňa;;082 67;Terňa;Prešov
  Tichý Potok;;082 74;Brezovica nad Torysou;Sabinov
